pwsid,PWS_name,activity_s,owner_type,d_prin_cnt,d_populati,d_pws_fed_,Area_sqmi,FID_GSA_in,Basin_Numb,Basin_Subb,Basin_Name,GSA_Name,Area_sqm_1,Area_sqm_i,PercArea
CA1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,A,P,KERN,40,C,0.68750418,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.585705981,0.851930793
CA1500314,DEL ORO WC - COUNTRY ESTATES DIST,A,P,KERN,297,C,0.120188226,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.103100283,0.857823482
CA1510302,CSP - TULE ELK,A,S,KERN,103,NC,1.598698641,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,1.384219087,0.865841161
CA1502319,KERN CO P&R-LAKE WOOLLOMES WATER SYSTEM,A,L,KERN,404,NC,0.040353423,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.035567092,0.881389698
CA1503378,WIND WOLVES PRESERVE,A,P,KERN,254,NC,2.080212144,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,1.868013425,0.897991789
CA1500483,ALLEN ROAD MUTUAL WATER SYSTEM,A,P,KERN,195,C,0.093402612,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.084796925,0.907864605
CA1502663,TOWN & COUNTRY WATER COMPANY,A,P,KERN,73,C,0.126262089,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.118046402,0.934931483
CA1510021,"WASCO, CITY OF",A,L,KERN,22690,C,9.595892899,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,9.140026869,0.952493631
CA1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,A,P,KERN,105,C,0.123813413,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.118374975,0.956075531
CA1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,A,P,KERN,165,C,0.154484733,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.147896646,0.95735445
CA1500494,WILSON ROAD WATER COMMUNITY,A,P,KERN,66,C,0.080887576,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.078102957,0.965574207
CA1510046,LOST HILLS UTILITY DISTRICT,A,P,KERN,2412,C,120.8743963,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,118.1913536,0.977803052
CA1500535,MANON MANOR MUTUAL WATER COMPANY,A,P,KERN,200,C,0.119959161,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.118833074,0.990612745
CA1510005,"DELANO, CITY OF",A,L,KERN,52658,C,11.21749036,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,11.12024763,0.991331151
CA1503290,THE GARLIC COMPANY,A,P,KERN,120,NTNC,0.480918291,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.477293875,0.992463551
CA1503669,NORTH KRANENBURG WS,A,P,KERN,33,C,0.018218258,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.018135341,0.995448643
CA1500409,BROCK MUTUAL WATER COMPANY,A,P,KERN,462,C,0.174431057,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.173736339,0.996017231
CA1500378,MAHER MUTUAL WATER COMPANY,A,P,KERN,150,C,0.174447565,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.173752846,0.996017608
CA1500546,HARVEST MOON MUTUAL WATER CO,A,P,KERN,138,C,0.354240884,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.352998551,0.996492971
CA1500560,KRANENBURG WATER SYSTEM,A,P,KERN,42,C,0.024597884,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.024514966,0.996629068
CA1510019,"SHAFTER, CITY OF",A,L,KERN,20500,C,29.78321507,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,29.71421724,0.997683332
CA1510001,ARVIN COMMUNITY SERVICES DIST,A,L,KERN,21947,C,3.061620505,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,3.060195926,0.999534698
CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,A,P,KERN,32,C,0.100696859,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.100667918,0.999712599
CA1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,A,P,KERN,80,C,0.095726786,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.095713342,0.999859555
CA1500544,ENOS LANE PUBLIC UTILITY DISTRICT,A,P,KERN,365,C,0.15701335,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.15701335,1
CA2010015,WP&A-FIREBAUGH WATER SYSTEM,A,P,MADERA,464,NTNC,0.373891617,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.373891617,1
CA1510802,KERN VALLEY STATE PRISON,A,S,KERN,5300,C,1.02746567,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,1.02746567,1
CA1500518,AGBAYANI VILLAGE WATER SYSTEM,A,P,KERN,38,C,0.057950455,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.057950455,1
CA1502004,"ANDREWS AG., INC",I,P,KERN,52,NP,0.000146778,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.000146778,1
CA1503475,WESTERN ACRES MUTUAL WATER COMPANY,A,P,KERN,310,C,1.008931691,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,1.008931691,1
CA1503657,KIMBERLINA HOUSING UNIT,A,P,KERN,26,NC,0.008131255,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.008131255,1
CA1500216,OPAL FRY AND SON,A,P,KERN,40,C,0.280722175,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.280722175,1
CA1502620,POND MUTUAL WATER COMPANY,A,P,KERN,48,C,0.008115867,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.008115867,1
CA1503093,GRIMMWAY ENTERPRISES-MALAGA WATER SYSTEM,A,P,KERN,1200,NTNC,0.256151458,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.256151458,1
CA1502012,HECK CELLARS WATER SYSTEM,A,P,KERN,47,NTNC,0.068598292,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.068598292,1
CA1502680,ORANGE GROVE RV PARK,A,P,KERN,205,NC,0.034511198,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.034511198,1
CA1500597,GRIMMWAY FARMS- FROZEN FOODS,A,P,KERN,300,NTNC,0.063827676,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.063827676,1
CA1502133,V LIONS OPS WATER SYSTEM,A,P,KERN,60,NTNC,0.050872502,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.050872502,1
CA1502017,WHEELER FARMS HEADQUARTERS,I,P,KERN,25,NP,0.015090311,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.015090311,1
CA1502164,LLANAS CAMP FOUR WATER SYSTEM,A,P,KERN,54,C,0.033621647,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.033621647,1
CA1500555,MUSTANG MUTUAL WATER SYSTEM,A,P,KERN,200,C,0.074328766,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.074328766,1
CA1500543,AGAPE MUTUAL WATER SYSTEM,A,P,KERN,60,C,0.02615472,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.02615472,1
CA1500561,ROUND MOUNTAIN WATER COMPANY,A,P,KERN,50,C,0.067759037,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.067759037,1
CA1500584,GOOSELAKE WATER COMPANY,A,P,KERN,90,C,0.121692465,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.121692465,1
CA1502600,WEGIS MUTUAL WATER COMPANY,A,P,KERN,51,C,0.099421531,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.099421531,1
CA1504010,PANCINI ST. WATER WELL ASSOCIATION,I,L,KERN,25,NP,0.077777669,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.077777669,1
CA1502383,NORD ROAD WATER ASSOCIATION,A,P,KERN,32,C,0.070384461,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.070384461,1
CA1510801,WASCO ST. PRISON RECEPTION CTR,A,S,KERN,6514,C,0.441837581,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.441837581,1
CA1502629,HEATH BRIMHALL P.O.A.,A,P,KERN,31,C,0.035602701,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.035602701,1
CA1502545,SCHWEIKART WATER SYSTEM,A,P,KERN,37,C,0.009294154,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.009294154,1
CA1500314,DEL ORO WC - COUNTRY ESTATES DIST,A,P,KERN,297,C,0.120188226,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.016025299,0.133335018
CA1500211,STOCKDALE ANNEX MUTUAL WATER,A,P,KERN,433,C,0.69467064,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.100810567,0.145119947
CA1510004,"CASA LOMA WATER CO, INC.",A,P,KERN,900,C,1.057075738,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.159414826,0.150807383
CA1503349,"WM. BOLTHOUSE FARMS, INC.",A,P,KERN,2437,NTNC,0.303280354,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.051250468,0.168987102
CA1510029,VAUGHN WC INC,A,P,KERN,32330,C,29.9407322,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,5.07451628,0.169485377
CA1500096,OLD RIVER MUTUAL WATER COMPANY,A,P,KERN,48,C,0.200881296,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.035693832,0.177686189
CA1500096,OLD RIVER MUTUAL WATER COMPANY,A,P,KERN,48,C,0.200881296,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.036613744,0.182265572
CA1500557,STOCKDALE RANCHOS MUTUAL WATER CO,A,P,KERN,393,C,0.151967033,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.031609377,0.208001543
CA1503349,"WM. BOLTHOUSE FARMS, INC.",A,P,KERN,2437,NTNC,0.303280354,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.124101897,0.409198601
CA1500096,OLD RIVER MUTUAL WATER COMPANY,A,P,KERN,48,C,0.200881296,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.104434656,0.51988243
CA1510012,LAMONT PUBLIC UTILITY DIST,A,L,KERN,19057,C,3.651195907,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,2.063376614,0.565123501
CA1510015,OILDALE MWC,A,P,KERN,34133,C,16.95136448,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,10.13021654,0.597604786
CA1500344,SOUTH KERN MUTUAL WATER COMPANY,A,P,KERN,32,C,0.060806704,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.036613744,0.602133351
CA1510003,CWS - BAKERSFIELD,A,P,KERN,258035,C,67.60445315,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,57.21820218,0.846367355
CA1510004,"CASA LOMA WATER CO, INC.",A,P,KERN,900,C,1.057075738,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.897660912,0.849192617
CA1500211,STOCKDALE ANNEX MUTUAL WATER,A,P,KERN,433,C,0.69467064,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.593860073,0.854880053
CA1510055,CWS - NORTH GARDEN,A,P,KERN,24208,C,12.83244986,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,11.5522371,0.900236294
CA1510006,EAST NILES CSD,A,L,KERN,31772,C,7.988681531,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,7.760635482,0.971453857
CA1500553,RANCHOS DEL RIO,A,P,KERN,62,C,0.150977287,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.147415732,0.976409995
CA1510031,"BAKERSFIELD, CITY OF",A,L,KERN,148015,C,58.93521646,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,57.76133444,0.980081824
CA1500231,VICTORY MUTUAL WATER COMPANY,A,P,KERN,849,C,0.108234423,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.107879124,0.996717316
CA1500349,STOCKDALE MUTUAL WATER CO.,A,P,KERN,200,C,0.100817907,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.100810567,0.999927189
CA1500289,ATHAL MUTUAL WATER SYSTEM,A,P,KERN,150,C,0.033714599,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.033714599,1
CA1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,A,P,KERN,45,C,0.061552019,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.061552019,1
CA1503526,WINI MUTUAL WATER COMPANY,A,P,KERN,29,C,0.045102637,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.045102637,1
CA1503392,FOUR TWENTY 420 CLUB,A,P,KERN,150,NC,0.009774308,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.009774308,1
CA1502699,EAST WILSON ROAD WATER COMPANY,A,P,KERN,35,C,0.121397378,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.121397378,1
CA1500493,"EL ADOBE POA, INC.",A,P,KERN,200,C,0.345611519,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.345611519,1
CA1500585,OASIS PROPERTY OWNERS ASSOCIATION,A,P,KERN,100,C,0.196525912,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.196525912,1
CA1500296,FULLER ACRES MUTUAL WATER COMPANY,A,P,KERN,545,C,0.121028035,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.121028035,1
CA1502622,GOSFORD ROAD WATER COMPANY,A,P,KERN,50,C,0.072624813,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.072624813,1
CA1503660,DELTA TRADING WATER SYSTEM,A,P,KERN,25,NTNC,0.077881492,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.077881492,1
CA1502154,LAKESIDE SCHOOL,A,L,KERN,800,NTNC,0.009588521,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.009588521,1
CA1500380,DE RANCHO Y MOBILE VILLA WATER,A,P,KERN,200,C,0.013889725,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.013889725,1
CA1500452,RIVERDALE VILLAGE,A,P,KERN,750,C,0.058654454,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.058654454,1
CA1503509,THE ANNE SIPPI CLINIC-RIVERSIDE RANCH,A,P,KERN,35,C,0.016800619,92,5-022,5-022.14,SAN JOAQUIN VALLEY,Olcese Water District GSA,5.007825391,0.016800619,1
CA1500491,INTERSTATE 5 UILITY COMPANY,A,P,KERN,2948,NTNC,0.183282544,85,5-022,5-022.14,SAN JOAQUIN VALLEY,Semitropic Water Storage District GSA,350.3157266,0.179385107,0.978735363
CA1500495,AERA ENERGY-LLC,A,P,KERN,1500,NTNC,8.634769329,91,5-022,5-022.14,SAN JOAQUIN VALLEY,West Kern Water District GSA,250.7771912,6.59628104,0.763920933
CA1510022,WEST KERN WATER DISTRICT,A,L,KERN,22863,C,317.7458452,91,5-022,5-022.14,SAN JOAQUIN VALLEY,West Kern Water District GSA,250.7771912,243.8662803,0.767488494
CA1500554,EAST INYOKERN MUTUAL WATER,A,P,KERN,87,C,0.126053126,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.116060221,0.920724651
CA1510017,INDIAN WELLS VALLEY W.D.,A,L,KERN,29933,C,29.72102148,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,29.16450261,0.981275244
CA1502690,"DUNE 3 MUTUAL WATER COMPANY, LLC",A,P,KERN,101,C,0.178257884,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.175051715,0.982013871
CA1510036,INYOKERN CSD,A,L,KERN,1002,C,4.343155545,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,4.27288381,0.98382012
CA1500579,LIFE WATER CO-OP,A,P,KERN,27,C,0.090795447,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.090795447,1
CA1502608,OWENS PEAK WEST,A,P,KERN,67,C,0.090618803,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.090618803,1
CA1510703,CHINA LAKE NAVAL AIR WEAPONS STATION,A,F,KERN,5000,C,3.148758416,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,3.148758416,1
CA1502659,OWENS PEAK SOUTH,A,P,KERN,40,C,0.068172247,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.068172247,1
CA1500591,SWEET WATER CO-OP,A,P,KERN,47,C,0.060659335,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.060659335,1
CA1502619,SOUTH DESERT MUTUAL WATER COMPANY,A,P,KERN,26,C,0.06027883,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.06027883,1
CA1500564,HOMETOWN WATER ASSOCIATION,A,P,KERN,25,C,0.023242992,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.023242992,1
CA3710036,BORREGO WD,A,L,SAN DIEGO,3429,C,50.05024186,30,7-024,7-024.01,BORREGO VALLEY,Borrego Valley GSA - Borrego Springs,98.0237615,46.99540406,0.938964575
